epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,6465.76,1.50385,1.57984,1.8285,0.65914,0.62237,0.65632,0.32759,1.77978,1.74882,2.19285,0.00050606,0.00050606,0.00050606
57,6581.25,1.48658,1.54614,1.81598,0.67733,0.58014,0.63191,0.31121,1.81646,1.73767,2.22228,0.000495062,0.000495062,0.000495062
58,6696.54,1.49939,1.55429,1.82462,0.64603,0.6334,0.66843,0.32321,1.80349,1.71413,2.19668,0.000484063,0.000484063,0.000484063
59,6812.03,1.48568,1.54415,1.80981,0.62375,0.64903,0.66122,0.32144,1.81469,1.71758,2.21883,0.000473064,0.000473064,0.000473064
60,6927.68,1.47929,1.54102,1.81462,0.65456,0.63095,0.65496,0.31927,1.80128,1.75202,2.21891,0.000462065,0.000462065,0.000462065
61,7043.23,1.47268,1.4917,1.80028,0.64434,0.64518,0.6701,0.33162,1.78616,1.67317,2.19401,0.000451066,0.000451066,0.000451066
62,7158.93,1.4837,1.52736,1.80586,0.66337,0.62647,0.67247,0.3383,1.78833,1.69141,2.18117,0.000440067,0.000440067,0.000440067
63,7274.37,1.47045,1.49771,1.80696,0.64199,0.63299,0.65972,0.32639,1.79833,1.69565,2.19454,0.000429068,0.000429068,0.000429068
64,7389.85,1.45382,1.48425,1.78009,0.69427,0.63393,0.68409,0.33927,1.80271,1.65797,2.19756,0.000418069,0.000418069,0.000418069
65,7505.49,1.45173,1.48071,1.78179,0.70058,0.59027,0.648,0.31843,1.83792,1.77047,2.23767,0.00040707,0.00040707,0.00040707
66,7621.08,1.46813,1.47798,1.79573,0.63674,0.64729,0.66483,0.33123,1.80585,1.69884,2.20485,0.000396071,0.000396071,0.000396071
67,7736.58,1.43767,1.46684,1.76256,0.68007,0.64674,0.68294,0.33389,1.81098,1.6672,2.19745,0.000385073,0.000385073,0.000385073
68,7852.41,1.44575,1.44846,1.77917,0.64916,0.64609,0.6629,0.33207,1.81779,1.69538,2.22108,0.000374074,0.000374074,0.000374074
69,7968.24,1.43329,1.40787,1.77062,0.70913,0.59959,0.66901,0.32825,1.83245,1.68065,2.21955,0.000363075,0.000363075,0.000363075
70,8083.68,1.42605,1.41354,1.75701,0.70067,0.62132,0.681,0.33928,1.80926,1.6554,2.19881,0.000352076,0.000352076,0.000352076
71,8199.44,1.4348,1.42655,1.75509,0.67123,0.60905,0.65852,0.32408,1.83757,1.67315,2.22037,0.000341077,0.000341077,0.000341077
72,8314.99,1.41548,1.39447,1.74876,0.69923,0.6117,0.6746,0.32292,1.8179,1.67573,2.21548,0.000330078,0.000330078,0.000330078
73,8430.77,1.40552,1.37765,1.73894,0.69334,0.64516,0.68505,0.33208,1.8271,1.64217,2.23234,0.000319079,0.000319079,0.000319079
74,8546.14,1.40058,1.37578,1.7393,0.70374,0.63334,0.68248,0.33151,1.81314,1.66201,2.21333,0.00030808,0.00030808,0.00030808
75,8661.64,1.40339,1.37191,1.733,0.69456,0.63356,0.67957,0.33531,1.82349,1.6403,2.22118,0.000297081,0.000297081,0.000297081
76,8777.47,1.39472,1.36658,1.71507,0.67856,0.62363,0.67114,0.33179,1.80988,1.65497,2.22291,0.000286083,0.000286083,0.000286083
77,8893.12,1.38793,1.35264,1.727,0.65696,0.65331,0.68587,0.33643,1.82722,1.62836,2.22987,0.000275084,0.000275084,0.000275084
78,9008.92,1.37985,1.32338,1.70775,0.67271,0.63419,0.68579,0.34154,1.82226,1.63054,2.22259,0.000264085,0.000264085,0.000264085
79,9124.46,1.37175,1.31633,1.69924,0.67733,0.63353,0.67357,0.33249,1.84585,1.65034,2.2562,0.000253086,0.000253086,0.000253086
80,9239.93,1.3742,1.3199,1.70843,0.66608,0.64155,0.67557,0.33271,1.82547,1.64048,2.2422,0.000242087,0.000242087,0.000242087
81,9355.34,1.36657,1.28853,1.69609,0.7013,0.61827,0.6765,0.33521,1.84612,1.62233,2.25062,0.000231088,0.000231088,0.000231088
82,9470.82,1.34468,1.29077,1.69752,0.682,0.64216,0.68154,0.33429,1.8412,1.6113,2.26797,0.000220089,0.000220089,0.000220089
83,9586.02,1.35433,1.26492,1.69486,0.68152,0.6432,0.68574,0.3343,1.86393,1.60452,2.29,0.00020909,0.00020909,0.00020909
84,9701.66,1.34387,1.28013,1.67206,0.70498,0.6278,0.68459,0.33621,1.84654,1.62623,2.26444,0.000198091,0.000198091,0.000198091
85,9817.33,1.33989,1.25598,1.67582,0.70194,0.63676,0.68931,0.33379,1.87305,1.60177,2.29049,0.000187092,0.000187092,0.000187092
86,9933.11,1.32746,1.25016,1.66341,0.71973,0.64175,0.69494,0.33752,1.86256,1.58601,2.26848,0.000176094,0.000176094,0.000176094
87,10048.6,1.3281,1.24074,1.66663,0.69056,0.63396,0.68203,0.33296,1.856,1.59284,2.26832,0.000165095,0.000165095,0.000165095
88,10164.3,1.31955,1.21801,1.65077,0.74782,0.60536,0.69177,0.33904,1.85253,1.5936,2.27644,0.000154096,0.000154096,0.000154096
89,10279.8,1.31517,1.21793,1.64911,0.75017,0.60619,0.68678,0.33894,1.84519,1.5923,2.25453,0.000143097,0.000143097,0.000143097
90,10395.5,1.32236,1.22376,1.66014,0.72692,0.61355,0.6917,0.33833,1.84876,1.58809,2.26757,0.000132098,0.000132098,0.000132098
91,10511.8,1.26271,1.06333,1.68465,0.68024,0.62901,0.68354,0.33508,1.85253,1.60576,2.2776,0.000121099,0.000121099,0.000121099
92,10627,1.24172,1.00834,1.664,0.71654,0.60249,0.68187,0.33383,1.8619,1.61067,2.29477,0.0001101,0.0001101,0.0001101
93,10742.7,1.23812,1.00091,1.65578,0.67373,0.65688,0.68713,0.33399,1.87551,1.58698,2.30802,9.91012e-05,9.91012e-05,9.91012e-05
94,10857.6,1.22172,0.98974,1.64433,0.68586,0.66942,0.69098,0.3357,1.87232,1.58958,2.31665,8.81023e-05,8.81023e-05,8.81023e-05
95,10972.8,1.20414,0.97092,1.63372,0.69684,0.65851,0.69231,0.33907,1.87879,1.58792,2.33117,7.71034e-05,7.71034e-05,7.71034e-05
96,11088,1.20531,0.95449,1.63332,0.70034,0.63641,0.69252,0.33844,1.88126,1.58977,2.33948,6.61045e-05,6.61045e-05,6.61045e-05
97,11203,1.19391,0.95138,1.62183,0.71364,0.63084,0.69136,0.33437,1.88623,1.58532,2.34878,5.51056e-05,5.51056e-05,5.51056e-05
98,11318.4,1.19156,0.95164,1.62116,0.69062,0.65226,0.69284,0.33755,1.88759,1.58378,2.34759,4.41067e-05,4.41067e-05,4.41067e-05
